Id,Label,rel_pers_ref_surname,rel_pers_ref_first_name,full name,birth year,birth country,birth place,death year,death country,death place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,dutch,english,french,german,latin,spanish,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,birth region,death region,printing house,house origion,house note,gender,most involved role,most involved language,most involved period,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality,X,Y
119285,Laurence II Kellam,Kellam,Laurence II,Laurence II Kellam,1599,Belgium,Leuven,1662,France,Douai,0,0,0,0,0,0,0,0,0,119,0,0,2,17,20,0,76,0,0,0,0,0,0,0,1,71,22,5,16,Low Countries,Low Countries,Kellam,Britain,,Male or Unspecified,printer/publisher,LATIN,1620s,145,233,5,0.409018,0.452732,0.04716,0.121579,0.121579,0.008883,0,2,13,0.046169,482,0.311822,-74.921669,-614.022827
119287,François Fabri,Fabri,François,François Fabri,,,,,,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0,0,0,0,0,5,2,0,0,0,0,,,Fabri,Low Countries,founder,Male or Unspecified,printer/publisher,FRENCH,1600s,15,20,6,0.299839,0.313211,0.006355,0.003449,0.003449,0.000908,0,38,78,0.4,42,0.013328,937.266113,1387.275024
119288,Pierre Auroy,Auroy,Pierre,Pierre Auroy,,Belgium,Leuven,1631,France,Douai,0,0,0,1,0,0,0,0,1,174,0,0,0,39,28,0,109,0,0,0,0,0,0,16,65,79,16,0,0,Low Countries,Low Countries,Auroy,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s,211,383,5,0.432307,0.48278,0.087354,0.161422,0.161422,0.012492,0,3,52,0.035658,790,0.420851,822.622864,526.556091
119289,Dorothée Boscard,Boscard,Dorothée,Dorothée Boscard,,,,,,,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,9,1,1,,,Auroy,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1630s,9,13,6,0.304516,0.316943,0.000083,0.005368,0.005368,0.00053,0,3,99,0.111111,4,0.014982,1013.586914,-505.083282
119290,André Auroy,Auroy,André,André Auroy,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,Auroy,Low Countries,,Male or Unspecified,Multi,LATIN,1630s,1,1,6,0.272172,0.281008,0,0.000847,0.000847,0.000121,0,3,79,0,0,0.002341,1666.614624,568.878723
119291,Jacques Mairesse,Mairesse,Jacques,Jacques Mairesse,,France,Cambrai,1659,France,Douai,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,7,0,Low Countries,Low Countries,Auroy,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1640s,7,7,5,0.320914,0.334252,0.002226,0.006927,0.006927,0.000682,0,8,34,0.047619,1,0.017733,1203.350708,-711.395935
119300,Henri Usselinx,Usselinx,Henri,Henri Usselinx,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,,,Usselinx,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s,5,5,6,0.292565,0.304244,0.001895,0.002852,0.002852,0.00054,0,24,85,0.3,3,0.008037,-785.802429,1247.976318
119302,Joseph Duhamel,Duhamel,Joseph,Joseph Duhamel,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,Duhamel,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1600s,3,3,7,0.230752,0.23683,0,0.000097,0.000097,0.000286,0,38,78,1,3,0.001377,1037.115601,1792.851196
119303,Marc Wyon,Wyon,Marc,Marc Wyon,,France,Douai,1630,France,Douai,0,0,0,0,0,0,0,0,2,81,0,0,0,3,29,0,50,1,0,0,0,0,0,1,40,37,5,0,0,Low Countries,Low Countries,Wyon,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1610s,136,195,5,0.400078,0.443057,0.041868,0.109616,0.109616,0.007583,0,25,87,0.050218,461,0.283837,868.560303,-152.164108
119304,Marie Vanderpiet,Vanderpiet,Marie,Marie Vanderpiet,1590,,,1663,,,0,0,0,0,0,0,0,0,0,113,0,0,0,26,49,0,38,0,0,0,0,0,0,0,0,0,64,27,22,,,Wyon,Low Countries,,Female Pri/Pub,printer/publisher,FRENCH,1630s,106,187,5,0.372389,0.409398,0.046074,0.056122,0.056122,0.007642,0,6,99,0.033423,186,0.159182,889.245728,-806.938354
119305,Gérard Pinchon,Pinchon,Gérard,Gérard Pinchon,,,,,,,0,0,0,0,0,0,0,0,0,39,0,0,1,8,7,0,23,0,0,0,0,0,0,2,2,15,20,0,0,,,Pinchon,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1630s,62,87,5,0.376078,0.405463,0.009625,0.064838,0.064838,0.003395,0,3,22,0.102591,194,0.162619,793.689087,8.922181
119306,Noël Wardavoir,Wardavoir,Noël,Noël Wardavoir,,,,,,,0,0,0,0,0,0,0,0,0,17,0,1,0,0,5,0,13,0,0,0,0,0,0,0,18,0,0,0,0,,,Wardavoir,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1610s,21,22,5,0.342695,0.359593,0.010563,0.0166,0.0166,0.002113,0,4,97,0.061905,13,0.043378,1185.985596,500.630493
119307,Pierre Telu,Telu,Pierre,Pierre Telu,,,,1619,France,Douai,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,19,0,0,0,0,0,0,0,20,0,0,0,0,,Low Countries,Wardavoir,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1610s,19,20,6,0.263023,0.277748,0.014191,0.000804,0.000804,0.0032,0,5,73,0,0,0.007212,-514.623901,-1619.632202
119308,Jeanne de Menin,de Menin,Jeanne,Jeanne de Menin,,,,,,,0,0,0,0,0,0,0,0,0,63,0,0,0,0,3,0,58,0,0,0,0,0,0,0,1,35,17,8,0,,,Wardavoir,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1620s,71,83,5,0.369636,0.398634,0.027946,0.048225,0.048225,0.00543,0,5,38,0.062777,156,0.130123,506.098206,-922.184814
119309,Nicolas Telu,Telu,Nicolas,Nicolas Telu,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,Wardavoir,Low Countries,,Male or Unspecified,printer/publisher,Multi,Multi,5,5,6,0.310324,0.320358,0.000008,0.004667,0.004667,0.000325,0,25,96,0.7,7,0.01176,1261.304565,80.000099
119312,Barthélémy Bardou,Bardou,Barthélémy,Barthélémy Bardou,,,,,,,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,9,0,0,0,0,0,0,0,1,0,15,4,0,,,Bardou,Low Countries,founder,Male or Unspecified,printer/publisher,FRENCH,1630s,26,36,5,0.345002,0.360675,0.004581,0.019643,0.019643,0.001655,0,6,62,0.12,39,0.051024,864.410706,-70.542488
119313,Jean de Fampoux,de Fampoux,Jean,Jean de Fampoux,,,,,,,0,0,0,0,0,0,0,0,0,182,0,0,0,1,18,0,163,0,0,0,0,0,0,0,0,156,14,11,1,,,de Fampoux,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s,153,223,5,0.390551,0.433171,0.086452,0.06652,0.06652,0.014655,0,7,92,0.019952,232,0.198054,-96.611275,-1057.475464
119314,Gérard Patté,Patté,Gérard,Gérard Patté,,,,,,,0,0,0,0,0,0,0,0,0,66,0,0,0,2,4,0,60,0,0,0,0,0,0,0,2,21,28,12,3,,,,,,Male or Unspecified,printer/publisher,LATIN,1630s,90,172,5,0.384399,0.418512,0.01504,0.082991,0.082991,0.004601,0,25,65,0.078402,314,0.212016,723.125061,-348.369965
119315,Jean Patte,Patte,Jean,Jean Patte,,,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,,,Wardavoir,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1650s,19,22,6,0.324367,0.340967,0.000777,0.011654,0.011654,0.000867,0,8,74,0.48538,83,0.036323,635.648438,-1112.099731
119316,Henry Taylor,Taylor,Henry,Henry Taylor,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,Henry,Britain,founder,Male or Unspecified,printer/publisher,ENGLISH,1620s,5,5,5,0.306336,0.316602,0.000433,0.0047,0.0047,0.000352,0,22,54,0.4,4,0.011766,677.137695,1230.271362
119317,Antoine Doby,Doby,Antoine,Antoine Doby,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,printer/publisher,Multi,1620s,4,5,6,0.29004,0.300163,0.000048,0.001337,0.001337,0.000315,0,8,79,0.666667,4,0.004454,167.522202,-1167.854492
119318,Jean Diestre,Diestre,Jean,Jean Diestre,,,,,,,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,,,Diestre,Low Countries,founder,Male or Unspecified,printer/publisher,FRENCH,1630s,9,10,5,0.364704,0.387325,0.000271,0.021962,0.021962,0.000506,0,1,79,0.555556,20,0.055391,516.316406,-15.854667
119319,Jean de Spira,de Spira,Jean,Jean de Spira,,,,,,,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,2,17,0,,,de Spira,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1640s,16,18,5,0.343556,0.359,0.001442,0.014345,0.014345,0.000937,0,8,46,0.116667,14,0.038171,205.171722,-388.884521
119324,Jean Serrurier,Serrurier,Jean,Jean Serrurier,,,,1654,France,Douai,0,0,0,0,0,0,0,0,1,61,0,0,0,1,27,0,34,0,0,0,0,0,0,0,0,0,5,38,19,,Low Countries,Serrurier,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1640s,80,119,5,0.365289,0.395602,0.026712,0.036599,0.036599,0.005201,0,8,34,0.043671,138,0.111007,379.487274,-1060.523438
119325,Marie Marquette,Marquette,Marie,Marie Marquette,,,,,,,0,0,0,0,0,0,0,0,0,10,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,9,,,Serrurier,Low Countries,,Female Pri/Pub,printer/publisher,FRENCH,1650s,7,10,6,0.29471,0.307585,0.001453,0.003089,0.003089,0.000592,0,8,34,0.285714,6,0.009789,961.552856,-1414.374268
119338,Claude de Buyens,de Buyens,Claude,Claude de Buyens,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,FRENCH,1570s,4,8,6,0.265269,0.278967,0,0.001871,0.001871,0.000277,0,10,91,1,6,0.005801,-681.924988,1675.924927
119341,Jean II Bourgeois,Bourgeois,Jean II,Jean II Bourgeois,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,FRENCH,1580s,3,3,6,0.289999,0.30765,0,0.001378,0.001378,0.000477,0,9,73,1,3,0.007703,-1948.665039,-703.092957
119345,Gilles Bauduyn,Bauduyn,Gilles,Gilles Bauduyn,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,FRENCH,1580s,3,3,6,0.289999,0.30765,0,0.001378,0.001378,0.000477,0,9,73,1,3,0.007703,-1925.217041,-641.344543
119346,Guillaume I de La Rivière,de La Rivière,Guillaume I,Guillaume I de La Rivière,1548,France,Caen,1627,France,Arras,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,2,0,0,0,0,0,1,5,1,0,0,0,0,France,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1600s,21,25,5,0.384255,0.409935,0.001717,0.031517,0.031517,0.001097,0,10,42,0.247619,52,0.083982,-66.643143,915.168396
119348,Guillaume II de La Rivière,de La Rivière,Guillaume II,Guillaume II de La Rivière,1579,Belgium,Antwerpen,1659,France,Arras,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1620s,4,4,6,0.288977,0.300398,0,0.003042,0.003042,0.000286,0,3,22,1,6,0.007854,1250.674072,625.384094
119351,Robert Maudhuy,Maudhuy,Robert,Robert Maudhuy,,,,1632,France,Arras,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1580s,3,3,6,0.289999,0.30765,0,0.001378,0.001378,0.000477,0,9,73,1,3,0.007703,-1984.82251,-599.972656
119375,Jan Vervliet,Vervliet,Jan,Jan Vervliet,,,,,,,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,Multi,9,10,5,0.37131,0.393959,0.000199,0.02416,0.02416,0.000584,0,1,35,0.416667,15,0.061221,504.053741,828.516846
