ODIS_PERS_ID,Degree,Degree Centrality,Eigenvector,Clustering,Closeness,Betweenness,modularity_class,REL_PERS_REF_SURNAME,REL_PERS_REF_FIRST_NAME,Full Name,Birth Year,Birth Country,Birth Place,Death Year,Death Country,Death Place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,DUTCH,ENGLISH,FRENCH,GERMAN,LATIN,SPANISH,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,Birth Region,Death Region,Printing House,House Origion,House Note,Gender,Most Involved Role,Most Involved Language,Most Involved Period
119724,14,0.1111111111111111,0.017329184656503824,1.0,0.48215109003490747,0.0,0,de Castro,Jean,Jean de Castro,1540.0,Belgium,Liège,1600.0,Germany,Köln,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Countries,Holy Roman Empire,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1610s
119780,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Marchant,Clément,Clément Marchant,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,Male or Unspecified,Multi,FRENCH,1590s
119785,93,0.738095238095238,0.13445423124457012,0.4845722300140252,0.7798551187812933,0.08406046954930375,0,Colveneere,Georges,Georges Colveneere,1564.0,Belgium,Sint-Joris-Winge,1649.0,France,Douai,177,0,1,1,0,8,3,0,0,0,1,0,0,35,82,0,73,0,0,0,0,0,3,44,66,39,34,4,0,Low Countries,Low Countries,,,,Male or Unspecified,approbator,FRENCH,1610s
119809,14,0.1111111111111111,0.017329184656503824,1.0,0.48215109003490747,0.0,0,Benci,Francisco,Francisco Benci,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,Male or Unspecified,Multi,LATIN,1600s
119818,15,0.11904761904761904,0.010620132850188455,0.6571428571428571,0.48822862478324663,0.017991371591371586,1,d'Assignies,Jean,Jean d'Assignies,1560.0,Belgium,Bauffe,1642.0,,,0,0,11,0,0,2,0,0,0,0,5,0,0,0,12,0,5,0,0,0,0,0,3,1,1,5,6,1,0,Low Countries,,,,,Male or Unspecified,author,FRENCH,1630s
119826,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Solier,François,François Solier,1558.0,France,Brive-la-Gaillarde,1628.0,France,Saint-Macaire,0,0,0,0,0,3,0,0,0,0,22,0,0,0,12,0,10,0,0,0,0,0,6,10,3,2,1,0,0,France,France,,,,Male or Unspecified,translator,FRENCH,1600s
119843,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Caoult,Walrand,Walrand Caoult,,,,,,,0,0,3,0,0,1,0,0,0,0,4,0,0,0,6,0,2,0,0,0,0,0,0,8,0,0,0,0,0,,,,,,Male or Unspecified,translator,FRENCH,1600s
119930,63,0.5,0.12737010975539123,0.9231950844854071,0.6280995280995281,0.002367164781943106,3,Gazet,Alard,Alard Gazet,1565.0,,,1626.0,France,Arras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,,Low Countries,,,,Male or Unspecified,Multi,LATIN,Multi
120062,5,0.03968253968253968,0.006737733157101727,1.0,0.4611048122952885,0.0,0,Ottemberg,Hermann,Hermann Ottemberg,,,,1626.0,,,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,Male or Unspecified,dedicatee,LATIN,Multi
120069,6,0.047619047619047616,0.006810960756757963,0.8,0.46294188326060837,0.00012698412698412698,0,Nemius,Gaspar,Gaspar Nemius,1586.0,Netherlands,'s-Hertogenbosch,1667.0,France,Cambrai,2,0,1,1,0,3,3,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,2,2,3,0,3,Low Countries,Low Countries,,,,Male or Unspecified,Multi,LATIN,Multi
120226,1,0.007936507936507936,0.00017536906846042017,0.0,0.3245765717832757,0.0,1,Smith,Richard,Richard Smith,1567.0,Britain,Lincolnshire,1655.0,France,Paris,0,0,6,0,0,1,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,2,0,1,5,0,0,Britain,France,,,,Male or Unspecified,author,ENGLISH,1630s
120228,11,0.0873015873015873,0.01407772023438206,1.0,0.4704389178073389,0.0,2,Worthington,Thomas,Thomas Worthington,1549.0,Britain,Wigan,1626.0,Britain,Biddulph,0,0,7,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,1,4,0,0,0,Britain,Britain,,,,Male or Unspecified,author,ENGLISH,1620s
120229,12,0.09523809523809523,0.022090897962144213,1.0,0.44691697191697194,0.0,3,FitzSimon,Henry,Henry FitzSimon,1566.0,Ireland,Dublin,1643.0,Ireland,Kilkenny,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,Britain,Britain,,,,Male or Unspecified,author,Multi,1610s
120256,12,0.09523809523809523,0.010538529098467645,1.0,0.48215109003490747,0.0,1,Flinton,George,George Flinton,,,,1584.0,,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1600s
120257,12,0.09523809523809523,0.010538529098467645,1.0,0.48215109003490747,0.0,1,Everard,Thomas,Thomas Everard,1560.0,Britain,Suffolk,1633.0,Britain,London,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Britain,Britain,,,,Male or Unspecified,translator,ENGLISH,1600s
120265,11,0.0873015873015873,0.01407772023438206,1.0,0.4704389178073389,0.0,2,Maihew,Edward,Edward Maihew,1568.0,Britain,Dinton,1625.0,France,Cambrai,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,Britain,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s
120268,23,0.18253968253968253,0.029964955843003512,0.6284584980237155,0.5074166493380468,0.003653681239395525,1,Kellison,Matthew,Matthew Kellison,1561.0,Britain,Northamptonshire,1642.0,France,Douai,9,0,13,0,1,3,0,0,0,0,0,0,0,16,2,0,8,0,0,0,0,0,0,2,10,7,7,0,0,Britain,Low Countries,,,,Male or Unspecified,author,ENGLISH,1610s
120271,95,0.753968253968254,0.13406937258549584,0.45487122060470325,0.7644632414369257,0.09694260221928541,2,Gibbons,Richard,Richard Gibbons,1553.0,,,1632.0,France,Douai,1,0,1,0,0,27,0,0,0,0,7,0,0,7,0,0,29,0,0,0,0,0,0,6,17,10,2,0,1,,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
120306,12,0.09523809523809523,0.010538529098467645,1.0,0.48215109003490747,0.0,1,Almond,Oliver,Oliver Almond,,,,,,,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1620s
120330,4,0.031746031746031744,1.81739176594194e-11,1.0,0.031746031746031744,0.0,5,Batt,Antonie,Antonie Batt,,,,1651.0,,,0,0,2,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1630s
120390,63,0.5,0.12737010975539123,0.9231950844854071,0.6280995280995281,0.002367164781943106,3,Wadding,Luke,Luke Wadding,1588.0,Ireland,Waterford,1657.0,Italy,Roma,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Britain,Italy,,,,Male or Unspecified,Multi,Multi,Multi
120411,7,0.05555555555555555,0.004868847265246205,1.0,0.42253968253968255,0.0,4,Davenport,Christopher,Christopher Davenport,1595.0,Britain,Coventry,1680.0,,,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,1,0,5,Britain,,,,,Male or Unspecified,author,LATIN,1650s
120704,23,0.18253968253968253,0.020458645310347977,0.6047430830039525,0.5210691152395188,0.015475146759219,0,de Balinghem,Antoine,Antoine de Balinghem,1571.0,France,Saint-Omer,1630.0,France,Lille,0,0,17,0,0,2,0,0,0,0,15,0,0,0,20,0,12,0,0,0,0,0,1,6,6,15,4,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,FRENCH,1620s
121128,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Viel,Pierre,Pierre Viel,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1590s
121129,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Tigeou,Jean,Jean Tigeou,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1590s
121131,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Robin,Paschal,Paschal Robin,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1590s
121507,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Stellart,Prosper,Prosper Stellart,1589.0,Belgium,Tournai,1626.0,Italy,Gaeta,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,8,0,0,0,Low Countries,Italy,,,,Male or Unspecified,author,LATIN,1620s
121764,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,d'Ennetières,Jean,Jean d'Ennetières,1590.0,Belgium,Tournai,1661.0,,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,Low Countries,,,,,Male or Unspecified,commentator/eulogist,Multi,1620s
121915,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Rosweyde,Heribert,Heribert Rosweyde,1569.0,Netherlands,Utrecht,1629.0,Belgium,Antwerpen,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low Countries,Low Countries,,,,Male or Unspecified,Multi,FRENCH,1630s
122503,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,de Villers,Jean,Jean de Villers,1570.0,France,Mézières,1625.0,Belgium,Tournai,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,translator,FRENCH,1600s
122619,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Sfondrati,Niccolò,Niccolò Sfondrati,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1600s
122624,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Jurge,Antoine,Antoine Jurge,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1600s
122650,92,0.7301587301587301,0.13376199896978294,0.48877209746774963,0.7746560846560847,0.1069351017953645,0,de Sommal,Henri,Henri de Sommal,1533.0,Belgium,Dinant,1619.0,France,Valenciennes,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,8,15,7,5,1,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
122691,66,0.5238095238095237,0.12753774242455176,0.8461538461538461,0.6384528170242456,0.008123495552066979,2,Lespagnol,Géry,Géry Lespagnol,,,,,,,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,Male or Unspecified,author,LATIN,Multi
122697,62,0.49206349206349204,0.12673087875796932,0.9439450026441036,0.6247226489161973,0.0017396825396825398,3,d'Outreman,Pierre,Pierre d'Outreman,1591.0,France,Valenciennes,1657.0,France,Valenciennes,0,0,0,0,0,1,0,0,0,0,5,0,0,1,2,0,3,0,0,0,0,0,0,0,1,1,0,3,1,Low Countries,Low Countries,,,,Male or Unspecified,translator,LATIN,1640s
122715,71,0.5634920634920635,0.12925411259420946,0.758953722334004,0.6755721668512367,0.018432511051558687,0,Willot,Baudouin,Baudouin Willot,1585.0,Belgium,Binche,1663.0,France,Lille,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1620s
122742,71,0.5634920634920635,0.12930729698136578,0.7496981891348089,0.656488207335665,0.013614469857819608,2,Le Maieur,Jean,Jean Le Maieur,1543.0,France,Béthune,1608.0,France,Douai,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,4,1,1,0,0,France,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,Multi
122973,16,0.12698412698412698,0.015922138943051004,1.0,0.5052104899930987,0.0,0,Manuzio,Paolo,Paolo Manuzio,,,,,,,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,1,0,0,0,,,,,,Male or Unspecified,collaborator/contributor/signer,LATIN,Multi
123324,68,0.5396825396825397,0.12826540199561018,0.8020193151887621,0.6455467372134039,0.013534093091728561,3,Victorelli,Andrea,Andrea Victorelli,1580.0,Italy,Bassano del Grappa,1653.0,Italy,Roma,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,3,3,0,0,Italy,Italy,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
123361,89,0.7063492063492063,0.13214190340514392,0.5076608784473953,0.7594667496628281,0.10017301485232526,0,Sylvius,François,François Sylvius,1581.0,Belgium,Braine-le-Comte,1649.0,France,Douai,7,0,24,1,0,11,2,0,0,0,1,1,0,0,8,0,38,0,0,0,0,0,0,2,5,15,14,9,1,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s
123382,7,0.05555555555555555,0.004868847265246205,1.0,0.42253968253968255,0.0,4,Hendricq,François,François Hendricq,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1630s
123610,7,0.05555555555555555,0.009073766822085381,1.0,0.47622300286234714,0.0,4,Zengelbeeck,Jean,Jean Zengelbeeck,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
123673,4,0.031746031746031744,1.81739176594194e-11,1.0,0.031746031746031744,0.0,5,Van Couverden,Théodore,Théodore Van Couverden,,,,1657.0,,,39,0,3,1,0,1,0,0,0,0,0,0,0,1,22,0,21,0,0,0,0,0,0,0,0,5,12,13,14,,,,,,Male or Unspecified,approbator,FRENCH,1650s
123706,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Du Val,André,André Du Val,1564.0,France,Pontoise,1638.0,France,Paris,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,France,France,,,,Male or Unspecified,Multi,FRENCH,Multi
123724,72,0.5714285714285714,0.1280482178779252,0.715962441314554,0.660218253968254,0.041666462443473946,4,Jones,John,John Jones,1575.0,Britain,Llanfrynach,1635.0,Britain,London,14,0,1,1,0,11,0,0,0,0,0,0,0,6,4,0,14,0,0,0,0,0,0,0,8,9,7,0,0,Britain,Britain,,,,Male or Unspecified,approbator,LATIN,1620s
123754,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Gallemart,Jean,Jean Gallemart,,Belgium,Frameries,1625.0,France,Douai,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,3,2,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
123755,12,0.09523809523809523,0.010538529098467645,1.0,0.48215109003490747,0.0,1,de Raisse,Arnould,Arnould de Raisse,,France,Douai,1644.0,France,Douai,0,0,14,0,0,3,0,0,0,0,3,0,0,0,3,0,17,0,0,0,0,0,0,0,0,10,8,2,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s
123758,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Bernard,Nicolas,Nicolas Bernard,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,Multi
123770,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Hoppers,Gregorius,Gregorius Hoppers,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s
123771,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Hoppers,Gajus Antonius,Gajus Antonius Hoppers,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s
123782,68,0.5396825396825397,0.12806174388155747,0.8002633889376646,0.6455467372134039,0.016224714639492967,3,Peeters,Barthélémy,Barthélémy Peeters,1545.0,Belgium,Oplinter,1630.0,France,Douai,55,0,7,1,0,6,0,0,0,0,0,0,0,2,36,0,30,0,0,0,0,0,13,27,15,10,3,0,0,Low Countries,Low Countries,,,,Male or Unspecified,approbator,FRENCH,1600s
123812,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,Choquet,François-Hyacinthe,François-Hyacinthe Choquet,1580.0,France,Lille,1645.0,Belgium,Antwerpen,0,0,5,0,0,1,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,2,4,1,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s
123869,6,0.047619047619047616,0.006774992621306104,0.7333333333333333,0.46294188326060837,0.0005514429133476753,0,Halloix,Pierre,Pierre Halloix,1571.0,Belgium,Liège,1656.0,Belgium,Liège,0,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,4,2,2,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1610s
123876,60,0.47619047619047616,0.12616571697827325,1.0,0.6180766632894292,0.0,3,de Soto,Domingo,Domingo de Soto,1495.0,Spain,Segovia,1560.0,Spain,Salamanca,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,2,2,0,0,0,Iberian Union,Iberian Union,,,,Male or Unspecified,author,LATIN,1560s
123905,27,0.21428571428571427,0.026335239307640007,0.6267806267806267,0.5354765562138835,0.005143235071806497,0,Aurifico,Niccolò,Niccolò Aurifico,1529.0,,,1603.0,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,2,1,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
124026,16,0.12698412698412698,0.015922138943051004,1.0,0.5052104899930987,0.0,0,Calander,Georgius,Georgius Calander,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1620s
124126,14,0.1111111111111111,0.017329184656503824,1.0,0.48215109003490747,0.0,0,Balduin,Moreau,Moreau Balduin,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
124192,12,0.09523809523809523,0.010538529098467645,1.0,0.48215109003490747,0.0,1,Feyens,Thomas,Thomas Feyens,1567.0,,,1631.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1620s
124196,66,0.5238095238095237,0.12689349639450384,0.8377622377622378,0.6384528170242456,0.027693975670987175,3,Lespagnol,Antoine,Antoine Lespagnol,,,,,,,0,0,5,0,0,2,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,5,1,1,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
