Id,Label,rel_pers_ref_surname,rel_pers_ref_first_name,full name,birth year,birth country,birth place,death year,death country,death place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,dutch,english,french,german,latin,spanish,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,birth region,death region,printing house,house origion,house note,gender,most involved role,most involved language,most involved period,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality,X,Y
119636,Richard Bristow,Bristow,Richard,Richard Bristow,1538,Britain,Worcester,1581,,,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,Britain,,,,,Male or Unspecified,author,LATIN,1610s,11,11,3,0.489879,0.523416,0,0.014078,0.014078,0.00354,0,2,10,1,55,0.105924,-886.106812,407.302887
119648,André du Crocquet,du Crocquet,André,André du Crocquet,1540,France,Douai,1580,France,Valenciennes,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1570s,12,12,3,0.502075,0.534435,0,0.010538,0.010538,0.004499,0,1,15,1,66,0.082166,454.863098,434.014099
119678,Richard Hall,Hall,Richard,Richard Hall,,,,1604,France,Saint-Omer,2,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,9,0,0,0,1,5,4,1,0,0,0,0,0,,Low Countries,,,,Male or Unspecified,author,LATIN,1580s,68,74,3,0.672222,0.772727,0.008187,0.128564,0.128564,0.01229,0,0,6,0.811677,1849,0.948295,165.089493,-415.939819
119688,Julien de Ligne,de Ligne,Julien,Julien de Ligne,,,,,,,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,3,0,0,0,0,0,0,,,,,,Male or Unspecified,Multi,FRENCH,Multi,14,14,3,0.502075,0.539945,0,0.017329,0.017329,0.004091,0,0,6,1,91,0.13165,680.414307,-424.600067
119717,Jean Chabanel,Chabanel,Jean,Jean Chabanel,1560,France,Toulouse,1620,France,Toulouse,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,France,France,,,,Male or Unspecified,translator,FRENCH,1590s,14,14,3,0.502075,0.539945,0,0.017329,0.017329,0.004091,0,0,6,1,91,0.13165,467.413177,-396.481567
119724,Jean de Castro,de Castro,Jean,Jean de Castro,1540,Belgium,Liège,1600,Germany,Köln,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Countries,Holy Roman Empire,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1610s,14,14,3,0.502075,0.539945,0,0.017329,0.017329,0.004091,0,0,6,1,91,0.13165,592.561646,-306.164276
119780,Clément Marchant,Marchant,Clément,Clément Marchant,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,Male or Unspecified,Multi,FRENCH,1590s,60,65,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,7,1,1770,0.928085,-42.014477,-281.535675
119785,Georges Colveneere,Colveneere,Georges,Georges Colveneere,1564,Belgium,Sint-Joris-Winge,1649,France,Douai,177,0,1,1,0,8,3,0,0,0,1,0,0,35,82,0,73,0,0,0,0,0,3,44,66,39,34,4,0,Low Countries,Low Countries,,,,Male or Unspecified,approbator,FRENCH,1610s,93,113,2,0.812081,0.884298,0.08406,0.134454,0.134454,0.019537,0,0,31,0.484572,2073,1,74.020714,95.17926
119809,Francisco Benci,Benci,Francisco,Francisco Benci,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,Male or Unspecified,Multi,LATIN,1600s,14,14,3,0.502075,0.539945,0,0.017329,0.017329,0.004091,0,0,6,1,91,0.13165,310.450287,-701.234192
119818,Jean d'Assignies,d'Assignies,Jean,Jean d'Assignies,1560,Belgium,Bauffe,1642,,,0,0,11,0,0,2,0,0,0,0,5,0,0,0,12,0,5,0,0,0,0,0,3,1,1,5,6,1,0,Low Countries,,,,,Male or Unspecified,author,FRENCH,1630s,15,16,3,0.508403,0.546832,0.017991,0.01062,0.01062,0.007174,0,1,15,0.657143,69,0.083337,533.753113,586.778687
119826,François Solier,Solier,François,François Solier,1558,France,Brive-la-Gaillarde,1628,France,Saint-Macaire,0,0,0,0,0,3,0,0,0,0,22,0,0,0,12,0,10,0,0,0,0,0,6,10,3,2,1,0,0,France,France,,,,Male or Unspecified,translator,FRENCH,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,34,1,1770,0.928085,-362.316864,-70.973412
119843,Walrand Caoult,Caoult,Walrand,Walrand Caoult,,,,,,,0,0,3,0,0,1,0,0,0,0,4,0,0,0,6,0,2,0,0,0,0,0,0,8,0,0,0,0,0,,,,,,Male or Unspecified,translator,FRENCH,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,11,1,1770,0.928085,-336.124512,-312.955841
119930,Alard Gazet,Gazet,Alard,Alard Gazet,1565,,,1626,France,Arras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,,Low Countries,,,,Male or Unspecified,Multi,LATIN,Multi,63,72,3,0.654054,0.752066,0.002367,0.12737,0.12737,0.011016,0,3,18,0.923195,1803,0.937593,-458.250031,20.851131
120062,Hermann Ottemberg,Ottemberg,Hermann,Hermann Ottemberg,,,,1626,,,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,Male or Unspecified,dedicatee,LATIN,Multi,5,5,3,0.480159,0.5,0,0.006738,0.006738,0.002672,0,0,20,1,10,0.050909,45.675846,970.967468
120069,Gaspar Nemius,Nemius,Gaspar,Gaspar Nemius,1586,Netherlands,'s-Hertogenbosch,1667,France,Cambrai,2,0,1,1,0,3,3,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,2,2,3,0,3,Low Countries,Low Countries,,,,Male or Unspecified,Multi,LATIN,Multi,6,8,3,0.482072,0.504132,0.000127,0.006811,0.006811,0.003241,0,0,20,0.8,12,0.051637,255.428955,419.31189
120226,Richard Smith,Smith,Richard,Richard Smith,1567,Britain,Lincolnshire,1655,France,Paris,0,0,6,0,0,1,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,2,0,1,5,0,0,Britain,France,,,,Male or Unspecified,author,ENGLISH,1630s,1,1,4,0.337989,0.350551,0,0.000175,0.000175,0.001588,0,1,15,0,0,0.001683,470.576599,884.138428
120228,Thomas Worthington,Worthington,Thomas,Thomas Worthington,1549,Britain,Wigan,1626,Britain,Biddulph,0,0,7,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,1,4,0,0,0,Britain,Britain,,,,Male or Unspecified,author,ENGLISH,1620s,11,11,3,0.489879,0.523416,0,0.014078,0.014078,0.00354,0,2,10,1,55,0.105924,-471.594025,633.14917
120229,Henry FitzSimon,FitzSimon,Henry,Henry FitzSimon,1566,Ireland,Dublin,1643,Ireland,Kilkenny,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,Britain,Britain,,,,Male or Unspecified,author,Multi,1610s,12,12,4,0.465385,0.511708,0,0.022091,0.022091,0.003217,0,3,20,1,66,0.163494,-589.503113,532.698303
120256,George Flinton,Flinton,George,George Flinton,,,,1584,,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1600s,12,13,3,0.502075,0.534435,0,0.010538,0.010538,0.004499,0,1,15,1,66,0.082166,314.911285,805.666992
120257,Thomas Everard,Everard,Thomas,Thomas Everard,1560,Britain,Suffolk,1633,Britain,London,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Britain,Britain,,,,Male or Unspecified,translator,ENGLISH,1600s,12,12,3,0.502075,0.534435,0,0.010538,0.010538,0.004499,0,1,15,1,66,0.082166,349.753265,549.454895
120265,Edward Maihew,Maihew,Edward,Edward Maihew,1568,Britain,Dinton,1625,France,Cambrai,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,Britain,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s,11,11,3,0.489879,0.523416,0,0.014078,0.014078,0.00354,0,2,10,1,55,0.105924,-753.838074,466.22699
120268,Matthew Kellison,Kellison,Matthew,Matthew Kellison,1561,Britain,Northamptonshire,1642,France,Douai,9,0,13,0,1,3,0,0,0,0,0,0,0,16,2,0,8,0,0,0,0,0,0,2,10,7,7,0,0,Britain,Low Countries,,,,Male or Unspecified,author,ENGLISH,1610s,23,24,3,0.528384,0.581267,0.003654,0.029965,0.029965,0.006417,0,1,15,0.628458,159,0.225448,-68.627953,532.538086
120271,Richard Gibbons,Gibbons,Richard,Richard Gibbons,1553,,,1632,France,Douai,1,0,1,0,0,27,0,0,0,0,7,0,0,7,0,0,29,0,0,0,0,0,0,6,17,10,2,0,1,,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s,95,133,3,0.796053,0.885675,0.096943,0.134069,0.134069,0.02118,0,2,8,0.454871,2031,0.995615,-87.228134,269.931122
120306,Oliver Almond,Almond,Oliver,Oliver Almond,,,,,,,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1620s,12,12,3,0.502075,0.534435,0,0.010538,0.010538,0.004499,0,1,15,1,66,0.082166,57.002964,672.507996
120330,Antonie Batt,Batt,Antonie,Antonie Batt,,,,1651,,,0,0,2,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1630s,4,4,1,1,1,0,0,0,0.007874,1,5,22,1,6,0.000924,192.886444,-851.30188
120390,Luke Wadding,Wadding,Luke,Luke Wadding,1588,Ireland,Waterford,1657,Italy,Roma,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Britain,Italy,,,,Male or Unspecified,Multi,Multi,Multi,63,72,3,0.654054,0.752066,0.002367,0.12737,0.12737,0.011016,0,3,25,0.923195,1803,0.937593,-468.379974,150.148254
120411,Christopher Davenport,Davenport,Christopher,Christopher Davenport,1595,Britain,Coventry,1680,,,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,1,0,5,Britain,,,,,Male or Unspecified,author,LATIN,1650s,7,7,4,0.44,0.474518,0,0.004869,0.004869,0.003489,0,4,33,1,21,0.037397,961.430786,24.267962
120704,Antoine de Balinghem,de Balinghem,Antoine,Antoine de Balinghem,1571,France,Saint-Omer,1630,France,Lille,0,0,17,0,0,2,0,0,0,0,15,0,0,0,20,0,12,0,0,0,0,0,1,6,6,15,4,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,FRENCH,1620s,23,23,3,0.542601,0.589532,0.015475,0.020458,0.020458,0.007398,0,0,29,0.604743,153,0.157823,560.294495,277.387512
121128,Pierre Viel,Viel,Pierre,Pierre Viel,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1590s,60,65,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,19,1,1770,0.928085,-278.819092,-176.638153
121129,Jean Tigeou,Tigeou,Jean,Jean Tigeou,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1590s,60,65,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,11,1,1770,0.928085,-55.924145,-13.394459
121131,Paschal Robin,Robin,Paschal,Paschal Robin,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1590s,60,65,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,17,1,1770,0.928085,-137.310791,-146.767426
121507,Prosper Stellart,Stellart,Prosper,Prosper Stellart,1589,Belgium,Tournai,1626,Italy,Gaeta,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,8,0,0,0,Low Countries,Italy,,,,Male or Unspecified,author,LATIN,1620s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,23,1,1770,0.928085,-397.780579,-445.618286
121764,Jean d'Ennetières,d'Ennetières,Jean,Jean d'Ennetières,1590,Belgium,Tournai,1661,,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,Low Countries,,,,,Male or Unspecified,commentator/eulogist,Multi,1620s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,16,1,1770,0.928085,-430.167664,-197.84491
121915,Heribert Rosweyde,Rosweyde,Heribert,Heribert Rosweyde,1569,Netherlands,Utrecht,1629,Belgium,Antwerpen,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low Countries,Low Countries,,,,Male or Unspecified,Multi,FRENCH,1630s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,14,1,1770,0.928085,-213.466385,-30.992178
122503,Jean de Villers,de Villers,Jean,Jean de Villers,1570,France,Mézières,1625,Belgium,Tournai,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,translator,FRENCH,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,12,1,1770,0.928085,-692.393372,-142.761673
122619,Niccolò Sfondrati,Sfondrati,Niccolò,Niccolò Sfondrati,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,35,1,1770,0.928085,-485.025146,-337.91806
122624,Antoine Jurge,Jurge,Antoine,Antoine Jurge,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,28,1,1770,0.928085,-782.694092,19.821629
122650,Henri de Sommal,de Sommal,Henri,Henri de Sommal,1533,Belgium,Dinant,1619,France,Valenciennes,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,8,15,7,5,1,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s,92,115,2,0.806667,0.880165,0.106935,0.133761,0.133761,0.020986,0,0,15,0.488772,2046,0.99438,200.323486,61.718918
122691,Géry Lespagnol,Lespagnol,Géry,Géry Lespagnol,,,,,,,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,Male or Unspecified,author,LATIN,Multi,66,71,3,0.664835,0.764463,0.008123,0.127538,0.127538,0.011958,0,2,10,0.846154,1815,0.939614,-705.247314,139.394821
122697,Pierre d'Outreman,d'Outreman,Pierre,Pierre d'Outreman,1591,France,Valenciennes,1657,France,Valenciennes,0,0,0,0,0,1,0,0,0,0,5,0,0,1,2,0,3,0,0,0,0,0,0,0,1,1,0,3,1,Low Countries,Low Countries,,,,Male or Unspecified,translator,LATIN,1640s,62,69,3,0.650538,0.747934,0.00174,0.126731,0.126731,0.010847,0,3,4,0.943945,1785,0.932587,-145.836487,89.70163
122715,Baudouin Willot,Willot,Baudouin,Baudouin Willot,1585,Belgium,Binche,1663,France,Lille,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1620s,71,76,3,0.703488,0.792011,0.018433,0.129254,0.129254,0.013296,0,0,9,0.758954,1886,0.955185,220.400162,-101.043968
122742,Jean Le Maieur,Le Maieur,Jean,Jean Le Maieur,1543,France,Béthune,1608,France,Douai,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,4,1,1,0,0,France,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,Multi,71,93,3,0.683616,0.785124,0.013614,0.129307,0.129307,0.013172,0,2,13,0.749698,1863,0.953624,-374.941162,325.48645
122973,Paolo Manuzio,Manuzio,Paolo,Paolo Manuzio,,,,,,,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,1,0,0,0,,,,,,Male or Unspecified,collaborator/contributor/signer,LATIN,Multi,16,16,3,0.526087,0.560606,0,0.015922,0.015922,0.004951,0,0,29,1,120,0.123162,463.265289,138.951324
123324,Andrea Victorelli,Victorelli,Andrea,Andrea Victorelli,1580,Italy,Bassano del Grappa,1653,Italy,Roma,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,3,3,0,0,Italy,Italy,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s,68,86,3,0.672222,0.772727,0.013534,0.128265,0.128265,0.012927,0,3,18,0.802019,1827,0.945153,-230.754669,320.488373
123361,François Sylvius,Sylvius,François,François Sylvius,1581,Belgium,Braine-le-Comte,1649,France,Douai,7,0,24,1,0,11,2,0,0,0,1,1,0,0,8,0,38,0,0,0,0,0,0,2,5,15,14,9,1,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s,89,105,2,0.79085,0.867769,0.100173,0.132141,0.132141,0.020359,0,0,0,0.507661,1988,0.981325,76.10537,236.421783
123382,François Hendricq,Hendricq,François,François Hendricq,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1630s,7,7,4,0.44,0.474518,0,0.004869,0.004869,0.003489,0,4,33,1,21,0.037397,759.202271,358.029968
123610,Jean Zengelbeeck,Zengelbeeck,Jean,Jean Zengelbeeck,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s,7,7,3,0.495902,0.516529,0,0.009074,0.009074,0.002989,0,4,33,1,21,0.068425,-194.462784,812.76947
123673,Théodore Van Couverden,Van Couverden,Théodore,Théodore Van Couverden,,,,1657,,,39,0,3,1,0,1,0,0,0,0,0,0,0,1,22,0,21,0,0,0,0,0,0,0,0,5,12,13,14,,,,,,Male or Unspecified,approbator,FRENCH,1650s,4,4,1,1,1,0,0,0,0.007874,1,5,22,1,6,0.000924,331.149078,-925.505493
123706,André Du Val,Du Val,André,André Du Val,1564,France,Pontoise,1638,France,Paris,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,France,France,,,,Male or Unspecified,Multi,FRENCH,Multi,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,12,1,1770,0.928085,-547.598938,-478.044098
123724,John Jones,Jones,John,John Jones,1575,Britain,Llanfrynach,1635,Britain,London,14,0,1,1,0,11,0,0,0,0,0,0,0,6,4,0,14,0,0,0,0,0,0,0,8,9,7,0,0,Britain,Britain,,,,Male or Unspecified,approbator,LATIN,1620s,72,83,3,0.6875,0.789256,0.041666,0.128048,0.128048,0.01467,0,4,33,0.715962,1830,0.944745,-23.789396,171.757172
123754,Jean Gallemart,Gallemart,Jean,Jean Gallemart,,Belgium,Frameries,1625,France,Douai,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,3,2,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,21,1,1770,0.928085,-262.508514,-440.242279
123755,Arnould de Raisse,de Raisse,Arnould,Arnould de Raisse,,France,Douai,1644,France,Douai,0,0,14,0,0,3,0,0,0,0,3,0,0,0,3,0,17,0,0,0,0,0,0,0,0,10,8,2,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s,12,12,3,0.502075,0.534435,0,0.010538,0.010538,0.004499,0,1,15,1,66,0.082166,432.026703,702.081604
123758,Nicolas Bernard,Bernard,Nicolas,Nicolas Bernard,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,Multi,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,14,1,1770,0.928085,-326.311737,-586.165649
123770,Gregorius Hoppers,Hoppers,Gregorius,Gregorius Hoppers,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,30,1,1770,0.928085,-133.042511,-403.579254
123771,Gajus Antonius Hoppers,Hoppers,Gajus Antonius,Gajus Antonius Hoppers,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s,60,60,3,0.643617,0.739669,0,0.126166,0.126166,0.010325,0,3,16,1,1770,0.928085,-625.658264,-378.641602
