ODIS_PERS_ID,Degree,Degree Centrality,Eigenvector,Clustering,Closeness,Betweenness,modularity_class,REL_PERS_REF_SURNAME,REL_PERS_REF_FIRST_NAME,Full Name,Birth Year,Birth Country,Birth Place,Death Year,Death Country,Death Place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,DUTCH,ENGLISH,FRENCH,GERMAN,LATIN,SPANISH,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,Birth Region,Death Region,Printing House,House Origion,House Note,Gender,Most Involved Role,Most Involved Language,Most Involved Period
119240,61,0.029611650485436892,0.05437081667302464,0.0726775956284153,0.4084999086282179,0.020950656333523207,3,Boscard,Charles I,Charles I Boscard,,France,Douai,1627.0,France,Saint-Omer,0,0,0,0,0,0,0,0,0,37,0,0,0,16,5,0,16,0,0,0,0,0,4,31,1,1,0,0,0,Low Countries,Low Countries,Boscard,Low Countries,,Male or Unspecified,printer/publisher,Multi,1600s
119243,1,0.0004854368932038835,0.003223200390572276,0.0,0.28891779403615925,0.0,2,Burée,Jeanne,Jeanne Burée,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Female Pri/Pub,printer/publisher,ENGLISH,1630s
119245,1,0.0004854368932038835,1.5175819698901148e-26,0.0,0.0004854368932038835,0.0,17,Boscard,Charles,Charles Boscard,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,printer/publisher,ENGLISH,1620s
119246,3,0.0014563106796116505,0.0003497239694341083,0.3333333333333333,0.23103607516300342,0.0009661585178968023,10,Smyth,Richard,Richard Smyth,1499.0,,,1563.0,France,Douai,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,,Low Countries,,,,Male or Unspecified,author,LATIN,1560s
119248,31,0.015048543689320388,0.027591893184419135,0.2172043010752688,0.34361605923687394,0.005517660018565198,10,De Winde,Lodewijk,Lodewijk De Winde,,,,1576.0,France,Douai,0,0,0,0,0,0,0,0,0,27,0,0,2,0,5,0,20,0,0,11,15,0,0,1,0,0,0,0,0,,Low Countries,de Winde,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1570s
119249,300,0.14563106796116504,0.1770574426344694,0.025596432552954292,0.4094838506000242,0.11653694987051429,10,Bogart,Jan I,Jan I Bogart,,,,1616.0,Belgium,Leuven,0,0,0,0,0,0,0,0,0,249,0,0,1,2,109,0,136,1,0,0,33,59,71,44,42,0,0,0,0,,Low Countries,Bogart,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1590s
119252,128,0.062135922330097085,0.06405328101633745,0.024606299212598427,0.3805350762337848,0.04906381423650748,0,Bogart,Jean II,Jean II Bogart,1561.0,Belgium,Leuven,1629.0,France,Douai,0,0,0,0,0,1,0,0,1,107,0,0,0,1,24,0,84,0,0,0,0,0,1,0,38,68,2,0,0,Low Countries,Low Countries,Bogart,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1620s
119257,46,0.02233009708737864,0.022392274424073044,0.157487922705314,0.3382043341660014,0.00663385511526889,8,Bogart,Pierre,Pierre Bogart,1594.0,France,Douai,1639.0,France,Douai,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,3,15,0,0,Low Countries,Low Countries,Bogart,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1630s
119258,55,0.02669902912621359,0.04394665496044329,0.08350168350168351,0.363062563390162,0.017085296782482988,3,Bogart,Martin,Martin Bogart,1609.0,France,Douai,1636.0,France,Douai,0,0,0,0,1,0,0,0,0,24,0,0,0,6,7,0,11,0,0,0,0,0,0,0,0,2,22,0,0,Low Countries,Low Countries,Bogart,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1630s
119259,6,0.002912621359223301,0.00649859341942057,0.5333333333333333,0.3053507773820267,2.8378975909353626e-05,25,Trigault,Pierre,Pierre Trigault,,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1630s
119263,5,0.0024271844660194173,0.008154323241153017,0.4,0.3213180884689432,0.0019313739820914098,8,Pinchon,Françoise,Françoise Pinchon,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,,,Bogart,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1630s
119266,6,0.002912621359223301,0.00350158858772344,0.6666666666666666,0.2940822464594667,4.478855814716651e-05,8,Hutsebaut,Denis,Denis Hutsebaut,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,Bogart,Low Countries,,Male or Unspecified,printer/publisher,Multi,Multi
119268,585,0.28398058252427183,0.3838112716609109,0.012100456621004566,0.4985455874118574,0.3124435496985769,1,Bellère,Balthazar I,Balthazar I Bellère,1564.0,Belgium,Antwerpen,1639.0,France,Douai,0,0,14,1,1,0,1,0,1,768,0,0,1,21,216,0,519,0,0,0,0,0,62,116,191,229,147,11,1,Low Countries,Low Countries,Bellère,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s
119270,9,0.004368932038834952,0.019312805582365308,0.5277777777777778,0.36293338261685115,0.0002714938186856733,6,de Behault,Anne,Anne de Behault,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,,,Bellère,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1640s
119272,8,0.003883495145631068,0.013510330006535079,0.39285714285714285,0.34012146443636554,0.001146948108302628,2,Bellere,Pierre,Pierre Bellere,1598.0,France,Douai,1672.0,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,3,0,Low Countries,,Bellère,Low Countries,,Male or Unspecified,printer/publisher,FRENCH,1640s
119273,54,0.026213592233009706,0.01930236775673726,0.06009783368273934,0.33069355546917173,0.017063579123371427,8,Bellere,Balthazar II,Balthazar II Bellere,1617.0,France,Douai,1686.0,France,Douai,0,0,0,0,0,0,0,0,0,43,0,0,0,2,9,0,32,0,0,0,0,0,0,0,0,0,0,20,23,Low Countries,Low Countries,Bellère,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1650s
119277,59,0.028640776699029126,0.0642248719404864,0.12390414962010521,0.3901412399482349,0.012961127458749493,9,Borremans,Pierre I,Pierre I Borremans,1572.0,Belgium,Antwerpen,1616.0,France,Douai,0,0,1,0,0,0,0,0,0,23,0,0,0,1,7,0,15,0,0,0,0,0,0,12,11,0,0,0,0,Low Countries,Low Countries,Borremans,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1600s
119278,64,0.031067961165048542,0.014572638958938925,0.004464285714285714,0.3333957417371009,0.04360560871543321,5,Heusch,Gertrud,Gertrud Heusch,,,,,,,0,0,0,0,0,0,0,0,0,86,0,0,0,0,1,0,84,0,0,0,0,0,0,0,29,56,0,0,0,,,Borremans,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1620s
119280,91,0.044174757281553394,0.08684798912397011,0.06398046398046398,0.39907052889071215,0.02066268077026029,1,Kellam,Laurence I,Laurence I Kellam,1563.0,Britain,York,1613.0,France,Douai,0,0,0,0,0,0,0,0,0,63,0,0,0,20,5,0,38,0,0,0,0,0,0,39,24,0,0,0,0,Britain,Low Countries,Kellam,Britain,founder,Male or Unspecified,printer/publisher,LATIN,1600s
119282,9,0.004368932038834952,0.017403760399164633,0.6111111111111112,0.3420604533348961,0.000129626721243034,10,Allen,William,William Allen,1532.0,Britain,Lancashire,1594.0,Italy,Roma,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,Britain,Italy,,,,Male or Unspecified,author,LATIN,1600s
119283,107,0.051941747572815535,0.10998586919314636,0.07882207723505555,0.3982136528770877,0.020948634985696872,22,Lanseart,Marguerite,Marguerite Lanseart,,,,,,,0,0,0,0,0,0,0,0,0,85,0,0,0,7,5,0,72,0,0,0,0,0,0,0,79,5,0,0,0,,,Kellam,Britain,,Female Pri/Pub,printer/publisher,LATIN,1610s
119284,43,0.02087378640776699,0.06059406414281045,0.20487264673311184,0.374802231065464,0.002794346067170233,22,Kellam,Thomas (I),Thomas (I) Kellam,1595.0,Belgium,Leuven,1619.0,France,Douai,0,0,0,1,0,0,1,0,0,29,0,0,0,1,2,0,27,0,0,0,0,0,0,0,30,0,0,0,0,Low Countries,Low Countries,Kellam,Britain,,Male or Unspecified,printer/publisher,LATIN,1610s
119285,145,0.0703883495145631,0.12158087413391669,0.046168582375478925,0.4070328299459937,0.04808039794910095,2,Kellam,Laurence II,Laurence II Kellam,1599.0,Belgium,Leuven,1662.0,France,Douai,0,0,0,0,0,0,0,0,0,119,0,0,2,17,20,0,76,0,0,0,0,0,0,0,1,71,22,5,16,Low Countries,Low Countries,Kellam,Britain,,Male or Unspecified,printer/publisher,LATIN,1620s
119287,15,0.007281553398058252,0.003449161304845543,0.4,0.29838358105738194,0.0064789877181849545,38,Fabri,François,François Fabri,,,,,,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0,0,0,0,0,5,2,0,0,0,0,,,Fabri,Low Countries,founder,Male or Unspecified,printer/publisher,FRENCH,1600s
119288,211,0.10242718446601941,0.16142338780763024,0.0356578650417513,0.43020846556080145,0.08905888040542442,3,Auroy,Pierre,Pierre Auroy,,Belgium,Leuven,1631.0,France,Douai,0,0,0,1,0,0,0,0,1,174,0,0,0,39,28,0,109,0,0,0,0,0,0,16,65,79,16,0,0,Low Countries,Low Countries,Auroy,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s
119289,9,0.004368932038834952,0.00536862802604179,0.1111111111111111,0.30303751391701134,8.463008373279095e-05,3,Boscard,Dorothée,Dorothée Boscard,,,,,,,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,9,1,1,,,Auroy,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1630s
119290,1,0.0004854368932038835,0.0008466402559377466,0.0,0.27085084223172073,0.0,3,Auroy,André,André Auroy,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,Auroy,Low Countries,,Male or Unspecified,Multi,LATIN,1630s
119291,7,0.0033980582524271844,0.006927139978060258,0.047619047619047616,0.31935637816050727,0.0022693601422107694,8,Mairesse,Jacques,Jacques Mairesse,,France,Cambrai,1659.0,France,Douai,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,7,0,Low Countries,Low Countries,Auroy,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1640s
119300,5,0.0024271844660194173,0.002852078382648435,0.3,0.29114436187945203,0.0019318455089425072,24,Usselinx,Henri,Henri Usselinx,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,,,Usselinx,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s
119302,3,0.0014563106796116505,9.656365223367782e-05,1.0,0.22963175863229632,0.0,38,Duhamel,Joseph,Joseph Duhamel,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,Duhamel,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1600s
119303,136,0.06601941747572815,0.1096171489169784,0.050217864923747274,0.3981359374881578,0.04268530347998305,25,Wyon,Marc,Marc Wyon,,France,Douai,1630.0,France,Douai,0,0,0,0,0,0,0,0,2,81,0,0,0,3,29,0,50,1,0,0,0,0,0,1,40,37,5,0,0,Low Countries,Low Countries,Wyon,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1610s
119304,106,0.05145631067961165,0.05612284051299438,0.033423180592991916,0.370581025193337,0.04697309470860974,6,Vanderpiet,Marie,Marie Vanderpiet,1590.0,,,1663.0,,,0,0,0,0,0,0,0,0,0,113,0,0,0,26,49,0,38,0,0,0,0,0,0,0,0,0,64,27,22,,,Wyon,Low Countries,,Female Pri/Pub,printer/publisher,FRENCH,1630s
119305,62,0.030097087378640777,0.06483875472774461,0.10259122157588578,0.37425216358270413,0.00981237024089733,3,Pinchon,Gérard,Gérard Pinchon,,,,,,,0,0,0,0,0,0,0,0,0,39,0,0,1,8,7,0,23,0,0,0,0,0,0,2,2,15,20,0,0,,,Pinchon,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1630s
119306,21,0.010194174757281554,0.0166001771128165,0.06190476190476191,0.34103118416738887,0.010769323535416042,4,Wardavoir,Noël,Noël Wardavoir,,,,,,,0,0,0,0,0,0,0,0,0,17,0,1,0,0,5,0,13,0,0,0,0,0,0,0,18,0,0,0,0,,,Wardavoir,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1610s
119307,19,0.009223300970873786,0.000803768635736326,0.0,0.2617460281869798,0.014467920245378754,5,Telu,Pierre,Pierre Telu,,,,1619.0,France,Douai,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,19,0,0,0,0,0,0,0,20,0,0,0,0,,Low Countries,Wardavoir,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1610s
119308,71,0.03446601941747573,0.048225661510944456,0.06277665995975855,0.3678414251152759,0.028491755570488192,5,de Menin,Jeanne,Jeanne de Menin,,,,,,,0,0,0,0,0,0,0,0,0,63,0,0,0,0,3,0,58,0,0,0,0,0,0,0,1,35,17,8,0,,,Wardavoir,Low Countries,,Female Pri/Pub,printer/publisher,LATIN,1620s
119309,5,0.0024271844660194173,0.00466688609540606,0.7,0.30881752099444754,8.459261621013165e-06,25,Telu,Nicolas,Nicolas Telu,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,Wardavoir,Low Countries,,Male or Unspecified,printer/publisher,Multi,Multi
119312,26,0.01262135922330097,0.019642990347145717,0.12,0.3433269174838977,0.004670401434303506,6,Bardou,Barthélémy,Barthélémy Bardou,,,,,,,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,9,0,0,0,0,0,0,0,1,0,15,4,0,,,Bardou,Low Countries,founder,Male or Unspecified,printer/publisher,FRENCH,1630s
119313,153,0.07427184466019417,0.06652021740308077,0.019951840385276916,0.3886547044559574,0.08813906598788217,7,de Fampoux,Jean,Jean de Fampoux,,,,,,,0,0,0,0,0,0,0,0,0,182,0,0,0,1,18,0,163,0,0,0,0,0,0,0,0,156,14,11,1,,,de Fampoux,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1620s
119314,90,0.043689320388349516,0.08299235956748265,0.0784019975031211,0.3825330102548885,0.015333159927009949,25,Patté,Gérard,Gérard Patté,,,,,,,0,0,0,0,0,0,0,0,0,66,0,0,0,2,4,0,60,0,0,0,0,0,0,0,2,21,28,12,3,,,,,,Male or Unspecified,printer/publisher,LATIN,1630s
119315,19,0.009223300970873786,0.011653675050260017,0.4853801169590643,0.32279249109008235,0.0007924239672577434,8,Patte,Jean,Jean Patte,,,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,,,Wardavoir,Low Countries,,Male or Unspecified,printer/publisher,LATIN,1650s
119316,5,0.0024271844660194173,0.004700000318643498,0.4,0.3048488559009743,0.0004410221739244411,22,Taylor,Henry,Henry Taylor,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,Henry,Britain,founder,Male or Unspecified,printer/publisher,ENGLISH,1620s
119317,4,0.001941747572815534,0.0013369591448403227,0.6666666666666666,0.2886316558700227,4.873238719258407e-05,8,Doby,Antoine,Antoine Doby,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,printer/publisher,Multi,1620s
119318,9,0.004368932038834952,0.021961166421172785,0.5555555555555556,0.36293338261685115,0.0002765131709184628,1,Diestre,Jean,Jean Diestre,,,,,,,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,,,Diestre,Low Countries,founder,Male or Unspecified,printer/publisher,FRENCH,1630s
119319,16,0.007766990291262136,0.014344739822093385,0.11666666666666667,0.3418884772397051,0.0014706306884025525,8,de Spira,Jean,Jean de Spira,,,,,,,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,2,17,0,,,de Spira,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1640s
119324,80,0.038834951456310676,0.03659955530681333,0.043670886075949364,0.3635154211848397,0.027233359545881273,8,Serrurier,Jean,Jean Serrurier,,,,1654.0,France,Douai,0,0,0,0,0,0,0,0,1,61,0,0,0,1,27,0,34,0,0,0,0,0,0,0,0,0,5,38,19,,Low Countries,Serrurier,Low Countries,founder,Male or Unspecified,printer/publisher,LATIN,1640s
119325,7,0.0033980582524271844,0.0030885571452565286,0.2857142857142857,0.2932789740783957,0.001481199696790117,8,Marquette,Marie,Marie Marquette,,,,,,,0,0,0,0,0,0,0,0,0,10,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,9,,,Serrurier,Low Countries,,Female Pri/Pub,printer/publisher,FRENCH,1650s
119338,4,0.001941747572815534,0.001871402886117654,1.0,0.26398143681280023,0.0,10,de Buyens,Claude,Claude de Buyens,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,FRENCH,1570s
119341,3,0.0014563106796116505,0.0013781935409393382,1.0,0.28859082524958557,0.0,9,Bourgeois,Jean II,Jean II Bourgeois,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,FRENCH,1580s
119345,3,0.0014563106796116505,0.0013781935409393382,1.0,0.28859082524958557,0.0,9,Bauduyn,Gilles,Gilles Bauduyn,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,FRENCH,1580s
119346,21,0.010194174757281554,0.03151594032499608,0.24761904761904763,0.38238960519012566,0.001750327666952897,10,de La Rivière,Guillaume I,Guillaume I de La Rivière,1548.0,France,Caen,1627.0,France,Arras,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,2,0,0,0,0,0,1,5,1,0,0,0,0,France,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1600s
119348,4,0.001941747572815534,0.003041657449301893,1.0,0.2875738009147618,0.0,3,de La Rivière,Guillaume II,Guillaume II de La Rivière,1579.0,Belgium,Antwerpen,1659.0,France,Arras,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1620s
119351,3,0.0014563106796116505,0.0013781935409393382,1.0,0.28859082524958557,0.0,9,Maudhuy,Robert,Robert Maudhuy,,,,1632.0,France,Arras,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1580s
119375,9,0.004368932038834952,0.02415955187956052,0.4166666666666667,0.3695070718509908,0.00020310071730841325,1,Vervliet,Jan,Jan Vervliet,,,,,,,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,Multi
119377,6,0.002912621359223301,0.019489406155450226,0.6666666666666666,0.3604326048921061,4.418241340108078e-06,1,de La Rivière,Jean,Jean de La Rivière,1573.0,Belgium,Antwerpen,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,Low Countries,,,,,Male or Unspecified,printer/publisher,Multi,1610s
119378,4,0.001941747572815534,0.0052185189755621884,1.0,0.30058178041687345,0.0,3,Robat,Guillaume,Guillaume Robat,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,LATIN,1610s
119379,4,0.001941747572815534,0.0052185189755621884,1.0,0.30058178041687345,0.0,3,Laurent,Josse,Josse Laurent,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,LATIN,1610s
119383,2,0.000970873786407767,0.0026640291624419844,1.0,0.2776331714329505,0.0,25,Quinqué,Adrien,Adrien Quinqué,,France,Douai,1647.0,Belgium,Tournai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Low Countries,Low Countries,,,,Male or Unspecified,printer/publisher,LATIN,1640s
119385,1,0.0004854368932038835,0.0012785282607763882,0.0,0.26860415321781705,0.0,5,Coulon,Jacques,Jacques Coulon,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
119387,2,0.000970873786407767,0.0038621071962229797,1.0,0.29433682638714764,0.0,25,Beys,Christophe,Christophe Beys,1575.0,Belgium,Antwerpen,1645.0,France,Lille,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1610s
119388,4,0.001941747572815534,0.008491397913909864,1.0,0.3175172830644856,0.0,7,de Rache,Pierre,Pierre de Rache,1573.0,France,Lille,1648.0,France,Lille,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1610s
119391,1,0.0004854368932038835,1.5175819698901148e-26,0.0,0.0004854368932038835,0.0,19,de Rache,Nicolas,Nicolas de Rache,1615.0,France,Lille,1685.0,France,Lille,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low Countries,Low Countries,,,,Male or Unspecified,printer/publisher,FRENCH,1640s
119440,36,0.017475728155339806,0.0467527364884077,0.17777777777777778,0.36910594240805505,0.0034401918550007824,3,Heigham,John,John Heigham,,,,,,,0,0,1,0,0,4,0,0,0,27,5,0,0,27,0,0,2,0,0,0,0,0,0,4,21,3,1,0,0,,,English College Press,Britain,,Male or Unspecified,printer/publisher,ENGLISH,1610s
